ServiceRequestNo,ServiceRequestStatus,TypeOfEnagagement,Incident/ Problem,SR Priority,SR Open Date,SR Close Date,Product,Geography,Country
1496,Closed,Project,Problem,3-Medium,42031.00,42173.00,Busi,Asia-Pacific,Singapore
1590,Closed,Project,Incident,3-Medium,42163.00,42173.00,DynA,Asia-Pacific,Thailand
2056,Closed,Project,Incident,3-Medium,42173.00,42173.00,Blen,Asia-Pacific,India
2406,Closed,Contract,Incident,2-High,42173.00,42173.00,Busi,Asia-Pacific,India
1568,Closed,Contract,Problem,3-Medium,42157.00,42174.00,Busi,Asia-Pacific,India
1569,Closed,Contract,Request for Fulfillment,3-Medium,42151.00,42174.00,Busi,Asia-Pacific,India
1572,Closed,Contract,Request for Fulfillment,3-Medium,42151.00,42174.00,Busi,Asia-Pacific,India
1574,Closed,Contract,Request for Fulfillment,3-Medium,42151.00,42174.00,Busi,Asia-Pacific,India
1575,Closed,Contract,Request for Fulfillment,3-Medium,42151.00,42174.00,Busi,Asia-Pacific,India
1705,Closed,Project,Incident,3-Medium,42157.00,42174.00,Unsp,Asia-Pacific,Philippines
2218,Closed,No Charge Support,Incident,4-Low,42156.00,42174.00,Busi,Asia-Pacific,India
2389,Closed,Project,Problem,3-Medium,42173.00,42174.00,Unsp,Asia-Pacific,India
2404,Closed,Contract,Problem,2-High,42174.00,42174.00,Busi,Asia-Pacific,India
2405,Closed,Contract,Problem,3-Medium,42174.00,42174.00,Busi,Asia-Pacific,India
1695,Closed,Billable,Incident,3-Medium,41869.00,42177.00,PHD ,Asia-Pacific,Australia
2203,Closed,Project,Incident,2-High,42171.00,42177.00,Busi,Asia-Pacific,Singapore
1319,Closed,Contract,Incident,3-Medium,42167.00,42178.00,Adva,Asia-Pacific,Japan
1430,Closed,Project,Incident,3-Medium,42165.00,42178.00,Busi,Asia-Pacific,Malaysia
2831,Closed,Project,Incident,2-High,42157.00,42178.00,USD ,Asia-Pacific,India
2832,Closed,No Charge Support,Request for Fulfillment,3-Medium,42172.00,42178.00,USD ,Asia-Pacific,Brunei Darussalam
2833,Closed,No Charge Support,Request for Fulfillment,3-Medium,42172.00,42178.00,USD ,Asia-Pacific,Brunei Darussalam
1776,Closed,Project,Incident,4-Low,41991.00,42179.00,PHD ,Asia-Pacific,Singapore
1835,Closed,No Charge Support,Incident,2-High,42179.00,42179.00,USD ,Asia-Pacific,Singapore
1836,Closed,No Charge Support,Incident,2-High,42178.00,42179.00,USD ,Asia-Pacific,Korea South
1853,Closed,No Charge Support,Incident,3-Medium,42170.00,42179.00,USD ,Asia-Pacific,China
2047,Closed,Project,Incident,3-Medium,42117.00,42179.00,Blen,Asia-Pacific,Korea South
1831,Closed,No Charge Support,Incident,2-High,42180.00,42180.00,USD ,Asia-Pacific,Korea South
1832,Closed,No Charge Support,Incident,2-High,42180.00,42180.00,USD ,Asia-Pacific,Korea South
1833,Closed,No Charge Support,Incident,2-High,42180.00,42180.00,USD ,Asia-Pacific,Korea South
1834,Closed,No Charge Support,Incident,3-Medium,42180.00,42180.00,USD ,Asia-Pacific,Singapore
2399,Closed,Contract,Incident,2-High,42180.00,42180.00,Busi,Asia-Pacific,India
2400,Closed,Contract,Problem,3-Medium,42180.00,42180.00,Busi,Asia-Pacific,India
2401,Closed,Contract,Problem,3-Medium,42180.00,42180.00,Busi,Asia-Pacific,India
2402,Closed,Contract,Problem,3-Medium,42180.00,42180.00,Busi,Asia-Pacific,India
2403,Closed,Contract,Problem,3-Medium,42180.00,42180.00,Busi,Asia-Pacific,India
1401,Closed,Project,Incident,4-Low,42165.00,42184.00,AAM ,Asia-Pacific,Taiwan
1402,Closed,No Charge Support,Incident,3-Medium,42160.00,42184.00,DynA,Asia-Pacific,Australia
2118,Closed,Project,Problem,2-High,42181.00,42186.00,Busi,Asia-Pacific,Malaysia
2998,Closed,Project,Request for Fulfillment,4-Low,42165.00,42186.00,AAM ,Asia-Pacific,Taiwan
1800,Closed,No Charge Support,Incident,2-High,42188.00,42188.00,USD ,Asia-Pacific,Singapore
1837,Closed,No Charge Support,Incident,4-Low,42172.00,42188.00,USD ,Asia-Pacific,India
2117,Closed,Project,Incident,2-High,42188.00,42188.00,Busi,Asia-Pacific,Singapore
1068,In Progress,Contract,Incident,3-Medium,41906.00,,APC ,Asia-Pacific,Japan
1069,In Progress,Contract,Incident,3-Medium,41906.00,,APC ,Asia-Pacific,Japan
1070,In Progress,Contract,Incident,3-Medium,41906.00,,APC ,Asia-Pacific,Japan
1071,In Progress,Contract,Incident,3-Medium,41906.00,,APC ,Asia-Pacific,Japan
1072,In Progress,Contract,Incident,3-Medium,41906.00,,APC ,Asia-Pacific,Japan
1089,In Progress,Contract,Incident,3-Medium,41941.00,,APC ,Asia-Pacific,Australia
1090,In Progress,Contract,Incident,3-Medium,41941.00,,APC ,Asia-Pacific,Australia
1091,In Progress,Contract,Incident,3-Medium,41941.00,,APC ,Asia-Pacific,Australia
1125,In Progress,No Charge Support,Incident,3-Medium,42166.00,,Oper,Asia-Pacific,India
1126,Pending,Project,Incident,4-Low,42165.00,,Oper,Asia-Pacific,New Zealand
1127,In Progress,Project,Incident,3-Medium,42165.00,,Oper,Asia-Pacific,China
1160,In Progress,Project,Incident,3-Medium,42083.00,,APC ,Asia-Pacific,Australia
1161,In Progress,Project,Incident,3-Medium,42083.00,,APC ,Asia-Pacific,Australia
1170,In Progress,Contract,Incident,3-Medium,42109.00,,APC ,Asia-Pacific,New Zealand
1188,In Progress,Contract,Problem,2-High,42144.00,,APC ,Asia-Pacific,Japan
1189,In Progress,Project,Problem,2-High,42146.00,,APC ,Asia-Pacific,India
1190,In Progress,Project,Problem,2-High,42146.00,,APC ,Asia-Pacific,India
1192,In Progress,Project,Incident,3-Medium,42152.00,,APC ,Asia-Pacific,India
1193,In Progress,Project,Incident,3-Medium,42152.00,,APC ,Asia-Pacific,India
1195,In Progress,Contract,Incident,3-Medium,42157.00,,APC ,Asia-Pacific,New Zealand
1238,In Progress,Project,Problem,3-Medium,42173.00,,Oper,Asia-Pacific,India
1239,In Progress,Project,Problem,3-Medium,42173.00,,Oper,Asia-Pacific,India
1240,In Progress,Project,Problem,3-Medium,42173.00,,Oper,Asia-Pacific,India
1241,In Progress,Project,Problem,3-Medium,42173.00,,Oper,Asia-Pacific,India
1276,In Progress,Project,Problem,3-Medium,41914.00,,Adva,Asia-Pacific,Korea South
1312,In Progress,Project,Problem,3-Medium,42181.00,,USD ,Asia-Pacific,India
1313,In Progress,Project,Problem,3-Medium,42181.00,,USD ,Asia-Pacific,India
1314,In Progress,Project,Problem,2-High,42180.00,,USD ,Asia-Pacific,India
1315,In Progress,Project,Problem,3-Medium,42152.00,,Adva,Asia-Pacific,Philippines
1316,In Progress,Project,Incident,4-Low,42152.00,,Adva,Asia-Pacific,Japan
1317,In Progress,Project,Incident,4-Low,42152.00,,Adva,Asia-Pacific,Japan
1318,In Progress,Project,Problem,2-High,42180.00,,USD ,Asia-Pacific,India
1320,In Progress,Project,Problem,1-Critical,42170.00,,USD ,Asia-Pacific,India
1321,In Progress,Project,Problem,1-Critical,42170.00,,USD ,Asia-Pacific,India
1346,Canceled,No Charge Support,Request for Fulfillment,3-Medium,42117.00,,USD ,Asia-Pacific,Indonesia
1362,In Progress,Project,Problem,3-Medium,42075.00,,USD ,Asia-Pacific,Vietnam
1363,In Progress,Project,Problem,3-Medium,42075.00,,USD ,Asia-Pacific,Vietnam
1404,In Progress,Project,Problem,3-Medium,42153.00,,DynA,Asia-Pacific,Singapore
1405,In Progress,Project,Problem,2-High,42149.00,,DynA,Asia-Pacific,Malaysia
1407,In Progress,No Charge Support,Problem,3-Medium,42143.00,,Proc,Asia-Pacific,China
1408,In Progress,No Charge Support,Incident,3-Medium,42143.00,,Proc,Asia-Pacific,China
1409,In Progress,No Charge Support,Problem,3-Medium,42143.00,,Proc,Asia-Pacific,China
1410,In Progress,No Charge Support,Problem,3-Medium,42143.00,,Proc,Asia-Pacific,China
1411,In Progress,No Charge Support,Incident,3-Medium,42143.00,,DynA,Asia-Pacific,China
1417,In Progress,No Charge Support,Incident,4-Low,42096.00,,DynA,Asia-Pacific,China
1429,In Progress,Project,Incident,3-Medium,42173.00,,Busi,Asia-Pacific,Singapore
1431,In Progress,Contract,Problem,2-High,42164.00,,Busi,Asia-Pacific,India
1432,In Progress,Project,Problem,3-Medium,42157.00,,Busi,Asia-Pacific,Singapore
1433,In Progress,Project,Problem,3-Medium,42157.00,,PHD ,Asia-Pacific,Singapore
1434,In Progress,Project,Problem,3-Medium,42156.00,,Busi,Asia-Pacific,Singapore
1436,In Progress,Project,Problem,4-Low,42149.00,,Busi,Asia-Pacific,Australia
1437,In Progress,Project,Problem,4-Low,42146.00,,Busi,Asia-Pacific,Australia
1439,In Progress,Project,Problem,4-Low,42144.00,,Busi,Asia-Pacific,Singapore
1440,In Progress,Project,Problem,2-High,42144.00,,PHD ,Asia-Pacific,Singapore
1441,In Progress,Contract,Problem,3-Medium,42138.00,,Busi,Asia-Pacific,India
1456,In Progress,Project,Problem,3-Medium,42117.00,,Busi,Asia-Pacific,India
1459,In Progress,No Charge Support,Problem,3-Medium,42110.00,,Busi,Asia-Pacific,Australia
1466,In Progress,Project,Problem,4-Low,42073.00,,Busi,Asia-Pacific,Australia
1467,In Progress,Project,Problem,3-Medium,42072.00,,Busi,Asia-Pacific,Australia
1468,In Progress,Project,Problem,4-Low,42072.00,,Busi,Asia-Pacific,Australia
1477,In Progress,Project,Problem,3-Medium,42060.00,,Busi,Asia-Pacific,Australia
1484,In Progress,Contract,Problem,4-Low,42051.00,,Busi,Asia-Pacific,India
1492,In Progress,Project,Problem,4-Low,42031.00,,Busi,Asia-Pacific,Singapore
1497,In Progress,No Charge Support,Problem,2-High,42027.00,,Busi,Asia-Pacific,Australia
1502,In Progress,Project,Problem,3-Medium,41992.00,,Busi,Asia-Pacific,Singapore
1507,In Progress,No Charge Support,Incident,3-Medium,42166.00,,Oper,Asia-Pacific,India
1508,In Progress,No Charge Support,Incident,3-Medium,42166.00,,Oper,Asia-Pacific,India
1512,In Progress,Project,Problem,4-Low,41960.00,,Busi,Asia-Pacific,Australia
1531,In Progress,Contract,Problem,3-Medium,41920.00,,Busi,Asia-Pacific,India
1538,In Progress,Project,Problem,3-Medium,41898.00,,Busi,Asia-Pacific,Australia
1542,Request for Closure,Project,Problem,2-High,41744.00,,AAM ,Asia-Pacific,Australia
1559,In Progress,Contract,Problem,3-Medium,41761.00,,Busi,Asia-Pacific,Australia
1565,In Progress,Project,Problem,3-Medium,41675.00,,Busi,Asia-Pacific,Australia
1567,Request for Closure,No Charge Support,Incident,3-Medium,42163.00,,Busi,Asia-Pacific,India
1587,In Progress,Project,Incident,3-Medium,42188.00,,DynA,Asia-Pacific,Thailand
1599,In Progress,No Charge Support,Problem,3-Medium,42143.00,,Proc,Asia-Pacific,China
1600,In Progress,No Charge Support,Problem,3-Medium,42143.00,,Proc,Asia-Pacific,China
1601,In Progress,No Charge Support,Problem,3-Medium,42143.00,,Proc,Asia-Pacific,China
1608,Request for Closure,Project,Problem,4-Low,42073.00,,AAM ,Asia-Pacific,Australia
1610,Canceled,Project,Incident,2-High,42074.00,,AAM ,Asia-Pacific,Singapore
1611,In Progress,Project,Problem,3-Medium,42075.00,,AAM ,Asia-Pacific,Singapore
1623,In Progress,Project,Problem,4-Low,42102.00,,Proc,Asia-Pacific,Korea South
1625,In Progress,No Charge Support,Problem,4-Low,42100.00,,Proc,Asia-Pacific,Thailand
1647,In Progress,Project,Incident,3-Medium,41731.00,,PHD ,Asia-Pacific,Singapore
1672,Closed,Contract,Incident,3-Medium,41828.00,,PHD ,Asia-Pacific,Japan
1683,Open,Project,Incident,4-Low,42181.00,,PHD ,Asia-Pacific,Taiwan
1688,Open,Contract,Problem,4-Low,42173.00,,PHD ,Asia-Pacific,Australia
1690,Request for Closure,Contract,Incident,3-Medium,42170.00,,PHD ,Asia-Pacific,Japan
1693,In Progress,Contract,Incident,2-High,42167.00,,PHD ,Asia-Pacific,Australia
1694,Open,Contract,Problem,2-High,42166.00,,PHD ,Asia-Pacific,Australia
1697,In Progress,No Charge Support,Problem,3-Medium,42164.00,,PHD ,Asia-Pacific,India
1704,In Progress,Project,Incident,4-Low,42157.00,,PHD ,Asia-Pacific,Singapore
1706,In Progress,Contract,Problem,2-High,41883.00,,PHD ,Asia-Pacific,Australia
1708,In Progress,Project,Incident,3-Medium,42152.00,,PHD ,Asia-Pacific,India
1710,In Progress,Project,Problem,3-Medium,42145.00,,PHD ,Asia-Pacific,Singapore
1712,In Progress,Project,Problem,2-High,42138.00,,PHD ,Asia-Pacific,Korea South
1714,In Progress,Billable,Incident,3-Medium,42118.00,,PHD ,Asia-Pacific,Australia
1715,In Progress,Contract,Problem,2-High,42102.00,,PHD ,Asia-Pacific,Japan
1724,In Progress,Contract,Problem,2-High,42102.00,,PHD ,Asia-Pacific,Japan
1731,In Progress,Project,Incident,3-Medium,42087.00,,PHD ,Asia-Pacific,New Zealand
1733,In Progress,Project,Problem,3-Medium,42083.00,,PHD ,Asia-Pacific,Australia
1740,In Progress,Project,Incident,3-Medium,42069.00,,PHD ,Asia-Pacific,Thailand
1741,In Progress,Contract,Incident,3-Medium,42068.00,,PHD ,Asia-Pacific,New Zealand
1742,In Progress,Billable,Problem,3-Medium,42062.00,,PHD ,Asia-Pacific,Philippines
1743,In Progress,Contract,Problem,3-Medium,42062.00,,PHD ,Asia-Pacific,Japan
1744,Request for Closure,Project,Request for Fulfillment,3-Medium,42060.00,,PHD ,Asia-Pacific,Singapore
1754,In Progress,Contract,Incident,3-Medium,41939.00,,PHD ,Asia-Pacific,Japan
1760,Request for Closure,Contract,Incident,2-High,42031.00,,PHD ,Asia-Pacific,Japan
1762,Pending,Project,Problem,3-Medium,41954.00,,PHD ,Asia-Pacific,Australia
1770,In Progress,No Charge Support,Incident,3-Medium,41964.00,,PHD ,Asia-Pacific,Japan
1775,Request for Closure,Project,Incident,4-Low,41991.00,,Unsp,Asia-Pacific,Australia
1778,Request for Closure,Project,Incident,3-Medium,42011.00,,Unsp,Asia-Pacific,Australia
1782,In Progress,Contract,Problem,3-Medium,42019.00,,PHD ,Asia-Pacific,Australia
1794,In Progress,Project,Problem,3-Medium,41949.00,,PHD ,Asia-Pacific,Australia
1798,In Progress,Contract,Problem,3-Medium,41921.00,,PHD ,Asia-Pacific,Australia
1799,In Progress,Project,Incident,3-Medium,42117.00,,PHD ,Asia-Pacific,Singapore
1801,In Progress,No Charge Support,Incident,3-Medium,42186.00,,USD ,Asia-Pacific,Korea South
1803,Canceled,Project,Incident,2-High,41646.00,,Oper,Asia-Pacific,Korea South
1809,In Progress,No Charge Support,Incident,3-Medium,42186.00,,USD ,Asia-Pacific,Korea South
1810,Request for Closure,No Charge Support,Incident,3-Medium,42186.00,,USD ,Asia-Pacific,Unspecified
1813,Request for Closure,No Charge Support,Incident,3-Medium,42186.00,,USD ,Asia-Pacific,Unspecified
1934,In Progress,Project,Incident,3-Medium,42018.00,,PHD ,Asia-Pacific,Singapore
1941,In Progress,Project,Incident,3-Medium,42060.00,,PHD ,Asia-Pacific,Indonesia
1952,In Progress,Contract,Problem,3-Medium,42087.00,,PHD ,Asia-Pacific,Australia
1954,In Progress,Project,Incident,3-Medium,42095.00,,PHD ,Asia-Pacific,Singapore
1964,In Progress,Project,Request for Fulfillment,4-Low,42121.00,,PHD ,Asia-Pacific,Australia
1974,In Progress,Project,Problem,2-High,42145.00,,PHD ,Asia-Pacific,Australia
1979,In Progress,Contract,Incident,2-High,42169.00,,PHD ,Asia-Pacific,Australia
1980,Request for Closure,Contract,Incident,3-Medium,42172.00,,PHD ,Asia-Pacific,Australia
1983,Open,Billable,Incident,3-Medium,42180.00,,PHD ,Asia-Pacific,Australia
1985,In Progress,No Charge Support,Problem,3-Medium,42184.00,,PHD ,Asia-Pacific,Australia
1987,In Progress,Contract,Problem,3-Medium,42187.00,,PHD ,Asia-Pacific,Papua New Guinea
1988,In Progress,Project,Incident,3-Medium,42188.00,,PHD ,Asia-Pacific,Singapore
1990,In Progress,Billable,Request for Fulfillment,3-Medium,41893.00,,Unsp,Asia-Pacific,Malaysia
1995,Canceled,No Charge Support,Incident,2-High,41838.00,,Busi,Asia-Pacific,India
1997,In Progress,Contract,Incident,3-Medium,41906.00,,APC ,Asia-Pacific,Japan
1999,In Progress,Contract,Incident,3-Medium,41941.00,,APC ,Asia-Pacific,Australia
2007,In Progress,No Charge Support,Problem,2-High,42039.00,,Busi,Asia-Pacific,India
2010,In Progress,Project,Incident,3-Medium,42083.00,,APC ,Asia-Pacific,Australia
2013,In Progress,Contract,Incident,3-Medium,42109.00,,APC ,Asia-Pacific,New Zealand
2017,In Progress,No Charge Support,Problem,3-Medium,42135.00,,Busi,Asia-Pacific,India
2018,In Progress,Project,Problem,4-Low,42142.00,,Busi,Asia-Pacific,Japan
2019,In Progress,Contract,Problem,2-High,42144.00,,APC ,Asia-Pacific,Japan
2020,In Progress,No Charge Support,Incident,3-Medium,42167.00,,APC ,Asia-Pacific,Australia
2021,In Progress,Project,Incident,2-High,42174.00,,APC ,Asia-Pacific,New Zealand
2034,In Progress,Project,Request for Fulfillment,3-Medium,42017.00,,Blen,Asia-Pacific,India
2042,In Progress,Project,Incident,3-Medium,42072.00,,Blen,Asia-Pacific,India
2051,In Progress,Project,Problem,2-High,42145.00,,Blen,Asia-Pacific,Korea South
2052,In Progress,Project,Incident,4-Low,42151.00,,Blen,Asia-Pacific,India
2057,In Progress,Project,Incident,3-Medium,42177.00,,Blen,Asia-Pacific,India
2058,In Progress,Project,Request for Fulfillment,3-Medium,42178.00,,Blen,Asia-Pacific,Korea South
2059,In Progress,Project,Incident,2-High,42178.00,,Blen,Asia-Pacific,India
2080,In Progress,Contract,Problem,3-Medium,42138.00,,Busi,Asia-Pacific,India
2081,In Progress,Project,Problem,3-Medium,42145.00,,Busi,Asia-Pacific,Singapore
2082,In Progress,Project,Request for Fulfillment,3-Medium,42180.00,,Busi,Asia-Pacific,Singapore
2083,In Progress,Project,Request for Fulfillment,3-Medium,42180.00,,Busi,Asia-Pacific,Singapore
2087,Canceled,Project,Incident,2-High,41646.00,,Oper,Asia-Pacific,Korea South
2105,In Progress,No Charge Support,Problem,4-Low,42153.00,,Proc,Asia-Pacific,China
2106,In Progress,No Charge Support,Problem,4-Low,42153.00,,Proc,Asia-Pacific,China
2116,In Progress,Project,Incident,3-Medium,42188.00,,Busi,Asia-Pacific,Singapore
2119,In Progress,Project,Incident,2-High,42170.00,,Busi,Asia-Pacific,Singapore
2123,Request for Closure,No Charge Support,Incident,3-Medium,42163.00,,Busi,Asia-Pacific,India
2124,In Progress,Project,Problem,3-Medium,42145.00,,Busi,Asia-Pacific,Singapore
2126,In Progress,Project,Problem,4-Low,42142.00,,Busi,Asia-Pacific,Australia
2155,In Progress,Project,Problem,3-Medium,42033.00,,Busi,Asia-Pacific,Australia
2156,In Progress,No Charge Support,Problem,2-High,42027.00,,Busi,Asia-Pacific,Australia
2180,In Progress,Contract,Problem,3-Medium,41886.00,,Busi,Asia-Pacific,India
2200,In Progress,Project,Problem,3-Medium,42179.00,,Busi,Asia-Pacific,Singapore
2201,In Progress,Project,Problem,2-High,42177.00,,Busi,Asia-Pacific,Singapore
2202,In Progress,No Charge Support,Incident,2-High,42171.00,,Busi,Asia-Pacific,India
2212,In Progress,Contract,Problem,2-High,42164.00,,Busi,Asia-Pacific,India
2213,In Progress,Contract,Problem,3-Medium,42164.00,,Busi,Asia-Pacific,India
2215,In Progress,No Charge Support,Problem,2-High,42158.00,,Busi,Asia-Pacific,India
2219,In Progress,Project,Problem,3-Medium,42153.00,,Busi,Asia-Pacific,India
2221,In Progress,Contract,Problem,3-Medium,42138.00,,Busi,Asia-Pacific,India
2222,In Progress,No Charge Support,Problem,3-Medium,42110.00,,Busi,Asia-Pacific,Australia
2239,Pending,Contract,Problem,3-Medium,42067.00,,Busi,Asia-Pacific,India
2250,In Progress,Contract,Problem,3-Medium,42039.00,,Busi,Asia-Pacific,India
2255,In Progress,Contract,Problem,3-Medium,42006.00,,Busi,Asia-Pacific,India
2265,In Progress,Project,Problem,3-Medium,41992.00,,Busi,Asia-Pacific,Singapore
2299,In Progress,Project,Problem,4-Low,41956.00,,Busi,Asia-Pacific,Australia
2321,In Progress,Contract,Problem,3-Medium,41940.00,,AAM ,Asia-Pacific,India
2331,In Progress,Contract,Problem,3-Medium,41920.00,,AAM ,Asia-Pacific,India
2335,In Progress,Contract,Problem,3-Medium,41920.00,,Busi,Asia-Pacific,India
2382,In Progress,Contract,Problem,3-Medium,41761.00,,Busi,Asia-Pacific,Australia
2394,In Progress,Billable,Problem,3-Medium,42181.00,,Busi,Asia-Pacific,India
2395,In Progress,Billable,Request for Fulfillment,4-Low,42181.00,,Busi,Asia-Pacific,India
2396,In Progress,Billable,Request for Fulfillment,3-Medium,42181.00,,Busi,Asia-Pacific,India
2397,In Progress,Billable,Request for Fulfillment,3-Medium,42181.00,,Busi,Asia-Pacific,India
2398,In Progress,Billable,Problem,3-Medium,42181.00,,Busi,Asia-Pacific,India
2421,In Progress,Contract,Problem,3-Medium,42144.00,,Busi,Asia-Pacific,India
2424,In Progress,Contract,Problem,3-Medium,42138.00,,Busi,Asia-Pacific,India
2426,In Progress,Project,Problem,3-Medium,41823.00,,USD ,Asia-Pacific,India
2590,Request for Closure,No Charge Support,Problem,4-Low,41904.00,,Oper,Asia-Pacific,Singapore
2591,Request for Closure,No Charge Support,Problem,4-Low,41904.00,,Oper,Asia-Pacific,Singapore
2592,Request for Closure,No Charge Support,Problem,4-Low,41904.00,,Oper,Asia-Pacific,Singapore
2669,Request for Closure,Project,Problem,4-Low,41971.00,,Oper,Asia-Pacific,Singapore
2690,Request for Closure,No Charge Support,Problem,4-Low,41978.00,,USD ,Asia-Pacific,Brunei Darussalam
2691,Request for Closure,No Charge Support,Problem,4-Low,41978.00,,USD ,Asia-Pacific,Brunei Darussalam
2692,Request for Closure,No Charge Support,Problem,4-Low,41978.00,,USD ,Asia-Pacific,Brunei Darussalam
2693,Request for Closure,No Charge Support,Problem,4-Low,41978.00,,USD ,Asia-Pacific,Brunei Darussalam
2694,Request for Closure,No Charge Support,Problem,4-Low,41978.00,,USD ,Asia-Pacific,Brunei Darussalam
2727,Request for Closure,No Charge Support,Problem,4-Low,41983.00,,USD ,Asia-Pacific,Malaysia
2728,Request for Closure,No Charge Support,Problem,4-Low,41983.00,,USD ,Asia-Pacific,Malaysia
2729,Request for Closure,No Charge Support,Problem,4-Low,41983.00,,USD ,Asia-Pacific,Malaysia
2730,Request for Closure,No Charge Support,Problem,4-Low,41983.00,,USD ,Asia-Pacific,Malaysia
2731,Request for Closure,No Charge Support,Problem,4-Low,41983.00,,USD ,Asia-Pacific,Malaysia
2732,Request for Closure,No Charge Support,Problem,4-Low,41983.00,,USD ,Asia-Pacific,Malaysia
2733,Request for Closure,No Charge Support,Problem,4-Low,41983.00,,USD ,Asia-Pacific,Malaysia
2811,In Progress,No Charge Support,Problem,3-Medium,42087.00,,USD ,Asia-Pacific,China
2834,Request for Closure,No Charge Support,Incident,3-Medium,42174.00,,USD ,Asia-Pacific,India
2835,Request for Closure,No Charge Support,Incident,3-Medium,42174.00,,USD ,Asia-Pacific,India
2836,Request for Closure,No Charge Support,Incident,3-Medium,42174.00,,USD ,Asia-Pacific,India
2837,In Progress,Project,Problem,3-Medium,42186.00,,USD ,Asia-Pacific,India
2867,Closed,Contract,Incident,1-Critical,41667.00,,Busi,Asia-Pacific,India
2924,Request for Closure,No Charge Support,Problem,2-High,42124.00,,Blen,Asia-Pacific,India
2927,In Progress,Project,Incident,3-Medium,42167.00,,Blen,Asia-Pacific,China
2932,In Progress,Project,Problem,2-High,41988.00,,DynA,Asia-Pacific,Japan
2935,In Progress,Project,Problem,2-High,42149.00,,DynA,Asia-Pacific,Malaysia
2937,In Progress,No Charge Support,Problem,3-Medium,42129.00,,DynA,Asia-Pacific,Japan
2957,In Progress,Project,Problem,2-High,41988.00,,DynA,Asia-Pacific,Japan
2978,Closed,Contract,Problem,3-Medium,41837.00,,AAM ,Asia-Pacific,Australia
2997,In Progress,Contract,Problem,4-Low,42172.00,,AAM ,Asia-Pacific,Australia
3004,In Progress,Contract,Incident,3-Medium,42158.00,,AAM ,Asia-Pacific,Thailand
